n_participants,accuracy_mean_snapshot,accuracy_sd_snapshot,accuracy_median_snapshot,accuracy_min_snapshot,accuracy_max_snapshot
2531,0.9286290003951008,0.06655111498450073,0.944,0.0384,0.9944
