n_trials,n_participants,rt_mean,rt_median,rt_sd,rt_min,rt_max,rt_trimmed_mean,rt_trimmed_median,rt_trimmed_sd,rt_trimmed_min,rt_trimmed_max
3097500,2474,959.4157646489101,757,32251.380578146673,0,55280373,875.2096052124083,753,392.2579969572265,200,3000
