n_participants,accuracy_mean_across_participants,accuracy_sd_across_participants,accuracy_median_across_participants,accuracy_min_across_participants,accuracy_max_across_participants
2479,0.9358467123840258,0.03944297213867556,0.9448,0.7536,0.9944
