Stimulus,N,Raw_Mean,BLUP,condition
Anfangsphase,37,6.60262124800568,6.55607083212921,words_only
Anfangspunkt,38,6.50048111697533,6.54234370497929,words_only
Anfangsstadium,35,6.78310826339132,6.73398337594995,words_only
Anfangszeit,39,6.56015190202327,6.52678568675962,words_only
Anfertigung,34,6.63679272039897,6.62096214848983,words_only
Anfeuerung,36,6.62729740090476,6.6531765297435,words_only
Anflug,37,6.47036077829248,6.48141320004102,words_only
Anforderung,37,6.50691787553429,6.47907731336171,words_only
Anforderungsprofil,35,6.89534908185505,6.90629608573549,words_only
Anfrage,41,6.52551961635036,6.51368765023535,words_only
Anfälligkeit,40,6.49525450848284,6.51624769116055,words_only
Anfänger,37,6.37453731100347,6.42614239634778,words_only
Anfängerin,39,6.56568722125468,6.53046863175435,words_only
Anfängerkurs,37,6.56487594303535,6.56293385205469,words_only
Anführer,37,6.45612225363834,6.43576672194187,words_only
Anführerin,42,6.59066396686115,6.55768926975857,words_only
Anführung,40,6.4775855424645,6.49425521058165,words_only
Anführungszeichen,37,6.75897430835449,6.73741105052961,words_only
Angabe,38,6.39458340062954,6.41664334287186,words_only
Angeber,40,6.49869872450152,6.55035235643567,words_only
Angeberei,33,6.72391944492744,6.7175811606546,words_only
Angebetete,32,6.74887875247444,6.72731376530901,words_only
Angebot,41,6.42749317280077,6.41842465409252,words_only
Angedenken,32,6.71207450978409,6.75034132983544,words_only
Angehörige,37,6.58537377860125,6.57919011173577,words_only
Angeklagte,35,6.58819173906882,6.57337537129087,words_only
Angel,31,6.43244880796865,6.46863023486257,words_only
Angelegenheit,42,6.53010489761523,6.54707014596232,words_only
Angelhaken,33,6.65023010514873,6.62319622913128,words_only
Angelplatz,40,6.70970465657454,6.69661450607316,words_only
Angelpunkt,39,6.65218831083085,6.62005443631741,words_only
Angelrute,42,6.67654104279125,6.68649510250914,words_only
